transaction,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
1325,CASH_IN,19097.19,C1814733415,6224422.84,6243520.03,C808904596,7634623.7,7615526.51,0
1326,CASH_IN,14907.4,C344668140,1111312.37,1126219.77,C1912576789,7624346.04,7609438.64,0
1327,CASH_IN,19925.37,C1891586819,2189619.86,2209545.23,C420762376,7624121.01,7604195.64,1
1328,CASH_OUT,19009.1,C1921607582,0,0,C1704904262,7984887.01,7602878.46,0
1329,DEBIT,471.43,C1734877266,6733,6261.57,C1448947115,7209646.53,7595480.38,0
1330,CASH_OUT,4965.64,C1116611324,0,0,C2046023382,7583038.93,7588004.57,0
1331,CASH_OUT,582.39,C476476285,10280,9697.61,C1444842411,7585797.47,7586379.85,0
1332,CASH_OUT,5150.74,C793134805,4341.67,0,C898776232,7580080.66,7585231.4,0
1333,CASH_OUT,17313.3,C1687835151,0,0,C631764421,7563853.7,7581167,0
1334,CASH_OUT,8109.05,C1111787100,0,0,C124285763,7424617.96,7575369.88,0
1335,CASH_OUT,5470.85,C303062211,7621,2150.15,C635281078,7569425.98,7574896.82,0
1336,CASH_OUT,8375.18,C688501687,31856.94,23481.75,C1341043251,5901188.37,7568501.21,0
1337,DEBIT,11621.92,C538895254,8273,0,C506386263,7552447.75,7564069.67,0
1338,CASH_OUT,4201.67,C1763953464,0,0,C1377194794,7553797.59,7557999.26,0
1339,CASH_OUT,5521.4,C79447505,32438,26916.6,C414965706,7546195.18,7551716.59,0
1340,CASH_OUT,6977.62,C164843395,0,0,C914693627,7540245.67,7547223.29,0
1341,CASH_OUT,4326.97,C2088454733,0,0,C1579386738,7672082.12,7546443.6,0
1342,CASH_OUT,4090.1,C1817408669,0,0,C414965706,7542105.08,7546195.18,0
1343,CASH_OUT,18895.6,C911526248,21482,2586.4,C632451489,7195130.64,7538947.28,0
1344,CASH_IN,6798.37,C949399089,1832116.73,1838915.09,C966580840,5160315.17,7534087.58,0
1345,DEBIT,5958.75,C1742625161,10444,4485.25,C1356668474,7327969.1,7532348.26,0
1346,DEBIT,11378.13,C1178947018,215967.72,204589.59,C1323741703,6419373.44,7532226.9,0
1347,CASH_OUT,5272,C2054991117,1711731.84,1706459.84,C254533819,7520953.29,7526225.29,0
1348,CASH_IN,18285.77,C1912410808,3508024.43,3526310.2,C1115803700,7541994.1,7523708.33,0
1349,CASH_IN,1775.28,C717000564,10540,12315.28,C1880058411,7522499.29,7520724.02,1
1350,CASH_OUT,7868.63,C1097914701,22998,15129.37,C1105901057,3951269.75,7516433.98,0
1351,CASH_IN,4746.01,C478370495,0,4746.01,C1737918957,7521116.35,7516370.34,0
1352,CASH_IN,9689.56,C1508678188,2.00E+07,2.00E+07,C1519560817,7860814.3,7512962.31,0
1353,CASH_IN,18261.78,C2058390274,36,18297.78,C1647754924,7527584.69,7509322.91,0
1354,CASH_OUT,12148.13,C1482396956,6215,0,C1634457027,6558558.15,7507514.92,0
1355,CASH_IN,18391.97,C1266623443,6826254.24,6844646.21,C897697267,7521832.97,7503441,0
1356,CASH_IN,4791.25,C1518108175,840265.18,845056.44,C1634457027,7507514.92,7502723.67,0
1357,CASH_IN,18357.57,C1953474205,99967,118324.57,C998351292,7520116.59,7501759.02,0
1358,CASH_OUT,3841.6,C1121751681,0,0,C1502143342,7177540.38,7496503.98,0
1359,DEBIT,8112.37,C412817028,11117,3004.63,C1150610696,7485034.49,7493146.86,0
1360,DEBIT,2476.9,C1598945743,106447,103970.1,C1983747920,7063898.83,7490533.23,0
1361,CASH_OUT,9908.8,C267431731,280.37,0,C806557418,7479584.75,7489493.55,0
1362,CASH_IN,16774.9,C316750525,6945522.58,6962297.48,C1286084959,4478149.79,7488671.79,0
1363,CASH_OUT,15582.45,C2026305116,0,0,C124285763,7471595.25,7487177.7,0
1364,CASH_IN,17082.11,C1519554897,31354,48436.11,C50077991,7504029.59,7486947.47,0
1365,DEBIT,3214.14,C777642209,10369,7154.86,C590930500,7480910.98,7484125.12,0
1366,CASH_OUT,4391.1,C1647407590,2955.34,0,C183354406,7472097.65,7476488.75,0
1367,CASH_IN,4177.19,C174521672,24811,28988.19,C1567808902,7478789.27,7474612.08,0
1368,CASH_IN,6821.61,C366063356,8573920.41,8580742.02,C75869518,7480837.64,7474016.02,0
1369,TRANSFER,11489.5,C552928551,0,0,C1611738700,6938629.32,7472775.46,0
1370,CASH_IN,37.11,C1843703160,1452790.24,1452827.35,C30079792,7666143.68,7471854.78,0
1371,DEBIT,298.34,C1580153126,55403,55104.66,C1040844380,7467782.05,7468080.39,0
1372,CASH_IN,17661.64,C370105475,1413253.43,1430915.07,C614241063,7484573.39,7466911.75,0
1373,CASH_IN,16138.27,C238393370,2.13E+07,2.13E+07,C1251686742,7473247.93,7457109.66,0
1374,CASH_OUT,7128.52,C1589313447,0,0,C914693627,7225329.36,7442596.41,0
1375,CASH_OUT,13998.51,C1244787449,0,0,C609116570,7424599.37,7438597.89,0
1376,CASH_OUT,2999.97,C1872375365,0,0,C500058139,7545079.16,7434083.17,0
1377,CASH_IN,16973.45,C1488017504,3266562.72,3283536.17,C1943218658,7447740.23,7430766.78,0
1378,CASH_IN,15601.01,C629474929,8502924.28,8518525.3,C1805683209,5859279.22,7428081.5,0
1379,CASH_OUT,13000.96,C1717283989,294068.21,281067.25,C203577234,264157.53,7418073.54,0
1380,CASH_OUT,8760.71,C378006273,0,0,C1870252780,7347209.57,7416184.79,0
1381,CASH_IN,7584.86,C932558885,4334168.06,4341752.92,C49191134,7418146.79,7410561.93,0
1382,CASH_IN,16502.52,C904092512,2677767.29,2694269.81,C551876295,7417492.13,7400989.62,0
1383,CASH_OUT,10957.23,C2039742487,0,0,C381008673,7378117.63,7389074.86,0
1384,TRANSFER,7678.24,C732866984,0,0,C1576328591,7380812.1,7388490.34,0
1385,CASH_OUT,824.93,C1232772983,0,0,C1458391293,7382589.42,7383414.35,0
1386,DEBIT,1997.17,C1749401333,301745,299747.83,C716083600,7485717.38,7382990.5,0
1387,CASH_IN,17365.67,C1110354423,54766.5,72132.17,C716083600,7487714.54,7382990.5,0
1388,CASH_OUT,14099.12,C231046161,100013,85913.88,C49015476,7366155.24,7380254.36,0
1389,DEBIT,4100.25,C607968211,49828,45727.75,C1709601949,7374433.31,7378533.55,0
1390,CASH_OUT,12818.42,C1310961554,178,0,C180056674,7421280.12,7377985.75,0
1391,DEBIT,947.72,C632118737,245592.18,244644.46,C1148174061,7374562.47,7375510.18,0
1392,DEBIT,1201.94,C244782353,544901.14,543699.2,C1685726862,7468440.94,7363716.17,0
1393,DEBIT,3352.92,C1612194265,0,0,C1584119395,6861129.98,7357605.65,0
1394,DEBIT,1379.86,C1083385302,625,0,C449775363,7354844,7356223.86,0
1395,CASH_OUT,2922.87,C846914486,0,0,C1746719373,7353029.69,7355952.55,0
1396,CASH_OUT,14055.85,C320996728,0,0,C394918839,7340656.48,7354712.33,0
1397,CASH_OUT,2767.75,C798587956,196084.42,193316.67,C1019670582,7350290.25,7353058,0
1398,CASH_OUT,9433.38,C241011680,0,0,C954225330,7335669.82,7345103.2,0
1399,DEBIT,4221.46,C923214543,210729.56,206508.1,C2037251990,6136645.78,7343889.73,0
1400,CASH_OUT,7925.85,C1454692879,0,0,C37603575,7334627.13,7342552.98,0
1401,CASH_OUT,12111.6,C68014920,949,0,C441907091,40122,7337487.04,0
1402,DEBIT,6630.52,C1564143846,297680,291049.48,C381008673,7328648.64,7335279.16,0
1403,CASH_IN,13766.27,C1104327241,5955364.13,5969130.4,C1781090157,7347538.71,7333772.44,0
1404,CASH_OUT,3442.86,C1145409212,0,0,C1811315507,7329526.26,7332969.12,0
1405,CASH_OUT,1236.08,C1396610946,0,0,C554362724,7331194.79,7332430.87,0
1406,CASH_IN,16676.89,C1842117706,9982812.58,9999489.47,C54617902,7476939.42,7330602.69,0
1407,CASH_OUT,17778.07,C1324057354,75650,57871.93,C298222185,5253605.76,7328021.3,0
1408,CASH_IN,7688.47,C141432348,2414916.44,2422604.91,C599893207,3145773.42,7326348.66,0
1409,CASH_OUT,3246.16,C187872370,100702,97455.84,C1084995130,7317435.4,7320681.55,0
1410,CASH_OUT,11159.14,C1671020866,0,0,C1877266199,7308078.57,7319237.71,0
1411,CASH_IN,3412.3,C1508924962,835657.78,839070.09,C374625527,7099990.68,7311522.08,0
1412,CASH_IN,17689.16,C1192894365,1326329.29,1344018.46,C2031889590,7288301.47,7310802.99,0
1413,CASH_OUT,14996.02,C2053988434,22167,7170.98,C1389405694,7290810.71,7305806.74,0
1414,TRANSFER,19625.61,C420709562,0,0,C604555852,7004111.99,7305760.05,1
1415,CASH_OUT,13873.7,C428567108,0,0,C1918034924,6446920.01,7304625.83,0
1416,CASH_OUT,6431.75,C1197940252,0,0,C2071221217,7295569.89,7302001.65,0
1417,CASH_OUT,10914.31,C1895320407,274,0,C1786099923,7287579.6,7298493.9,0
1418,DEBIT,1755.81,C1487909810,200,0,C1426855526,7294976.57,7296732.37,1
1419,CASH_OUT,17832.79,C1533639238,2843.97,0,C1591761295,7277247.76,7295080.55,0
1420,CASH_IN,21.57,C1410453091,104362,104383.57,C2142748198,7251134.87,7289255.53,0
1421,DEBIT,2508.31,C1962063455,22841,20332.69,C106970326,7281892.33,7284400.64,0
1422,CASH_OUT,11157.55,C1246971712,0,0,C1906029492,7082183.6,7282832.83,0
1423,DEBIT,3527.98,C818228019,31753,28225.02,C1778300121,7279076.17,7282604.16,0
1424,CASH_OUT,8981.91,C1689230128,194,0,C1526378477,7270858.38,7279840.29,0
1425,DEBIT,3094.83,C481956045,0,0,C1599009738,7272766.23,7275861.07,0
1426,CASH_OUT,3536.78,C1567193943,0,0,C116300945,7264887.91,7268424.7,0
1427,CASH_OUT,8052.4,C1115568400,0,0,C993777150,6056302.98,7267626.67,0
1428,CASH_OUT,7600.87,C432397084,0,0,C2073915462,7254265.58,7261866.46,0
1429,CASH_OUT,5289.44,C897444350,6073,783.56,C691630548,7256464.26,7261753.7,0
1430,CASH_IN,6329.31,C1310019536,3733100.96,3739430.27,C2081443416,7264258.16,7257928.85,0
1431,CASH_OUT,9470.79,C1370226657,0,0,C810576909,7247276.9,7256747.69,0
1432,CASH_OUT,6266.97,C953797060,68753.13,62486.16,C451111351,4395659.09,7255066.28,0
1433,DEBIT,8932.23,C162253241,127090,118157.77,C115885991,7097788.62,7247205.59,0
1434,CASH_IN,7432.16,C1178529563,1.19E+07,1.19E+07,C1267159812,6242982.87,7246708.77,0
1435,DEBIT,3569.27,C133267191,2003,0,C2040657244,7240466.77,7244036.03,0
1436,DEBIT,9182.67,C485232222,5187,0,C1018394275,7226243.89,7235426.56,1
1437,DEBIT,2320.99,C366244866,0,0,C733858703,7229890.86,7232940.64,0
1438,CASH_IN,8235.33,C366956843,2195827.11,2204062.44,C1208023238,7240681.28,7232445.95,0
1439,DEBIT,2431.73,C346522379,138566.89,136135.16,C1908837011,7219277.43,7221709.16,0
1440,DEBIT,3076.87,C1288056776,10907,7830.13,C2137760777,6714940.17,7217993.66,0
1441,CASH_OUT,995.39,C886528756,0,0,C2131465140,7210546.66,7211542.05,0
1442,CASH_IN,9379.41,C21703933,901604.02,910983.43,C895790851,7135743.47,7211349.47,0
1443,DEBIT,7114.72,C1105008710,471592.89,464478.17,C653147284,7076775.69,7205305.38,0
1444,CASH_IN,6749.35,C419141415,1005,7754.35,C1149273771,7258999.23,7200054.26,0
1445,DEBIT,2992.24,C1830578046,295,0,C16233551,7196708.81,7199701.05,0
1446,CASH_IN,16218.32,C1847438234,7315252.17,7331470.49,C178284655,3659664.95,7199560.14,0
1447,CASH_IN,9724.25,C1124552496,5697642.22,5707366.46,C2110177288,122157,7177488.25,0
1448,CASH_IN,10943.27,C1737164389,2.40E+07,2.40E+07,C2110177288,7188431.52,7177488.25,0
1449,TRANSFER,4306.16,C663977364,0,0,C254533819,7169185.54,7173491.71,0
1450,DEBIT,2915.29,C1073185689,0,0,C1389405694,7168406.24,7171321.53,0
1451,CASH_IN,8270.36,C1269892924,1.12E+07,1.12E+07,C578207657,168168.47,7162674.63,0
1452,CASH_OUT,4312.77,C2097734969,0,0,C2025644484,7156756.87,7161069.65,0
1453,DEBIT,1442.38,C1665366703,0,0,C899344442,7159139.16,7160581.54,0
1454,CASH_OUT,7325.84,C1831057860,101766,94440.16,C899344442,7151813.32,7159139.16,0
1455,CASH_IN,8977.44,C746685723,6225379.94,6234357.38,C185369050,7163759.26,7154781.82,0
1456,CASH_IN,12481,C951300168,1628071.5,1640552.49,C761069599,7165225.97,7152744.98,0
1457,DEBIT,966.38,C853732549,0,0,C1491731455,7151381.6,7152347.97,0
1458,CASH_OUT,6192.98,C1483526359,0,0,C1128238842,7143347.26,7149540.23,0
1459,CASH_OUT,12044.08,C1940248577,0,0,C2061011390,7136655.23,7148699.31,0
1460,CASH_OUT,1029.4,C168972832,208525,207495.6,C603648060,7139155.76,7140185.17,0
1461,CASH_OUT,11450.6,C1804664074,0,0,C541553064,6175021.81,7139652.04,0
1462,CASH_OUT,2145.95,C506296239,0,0,C1523557746,7132739.28,7134885.23,0
1463,CASH_OUT,12386.83,C2049173979,0,0,C1391708686,7118609.87,7130996.7,0
1464,CASH_OUT,5404.42,C778319749,0,0,C251966229,7121168.3,7126572.71,0
1465,DEBIT,1354.69,C262803716,49915,48560.31,C233550127,7124087.56,7125442.25,0
1466,CASH_OUT,12152.33,C119713463,0,0,C233550127,6361418.15,7124087.56,0
1467,CASH_OUT,12307.92,C582600277,379722.59,367414.67,C1760966565,4721748.02,7121507.96,0
1468,TRANSFER,17869.79,C936666616,0,0,C1760966565,7175694.46,7121507.96,1
1469,TRANSFER,7606.52,C1647663526,0,0,C1109485117,7110159.57,7117766.09,0
1470,CASH_IN,12237.09,C168548146,4828879.26,4841116.35,C1727565779,7129921.63,7117684.54,0
1471,CASH_IN,18560.58,C868914473,10704,29264.58,C1075564985,7113309.86,7116729.59,0
1472,CASH_IN,7039.04,C321555723,219974.61,227013.65,C1923170825,7119240.62,7112201.58,0
1473,CASH_IN,8512.4,C419242487,1410926.15,1419438.55,C2569346,6880755.55,7111841.29,0
1474,DEBIT,10652.42,C695970952,191887.29,181234.87,C1109485117,7099507.16,7110159.57,0
1475,TRANSFER,11458.34,C1897441276,0,0,C767869597,6895790.99,7105290.59,0
1476,CASH_IN,16157.98,C154872273,5625165.74,5641323.72,C1313471918,6870472.29,7099044.62,0
1477,CASH_IN,4561.74,C244070110,82558,87119.74,C593893767,6949803.49,7098108.47,0
1478,DEBIT,4136.05,C231112781,0,0,C1271835801,6863765.53,7091102.82,0
1479,CASH_OUT,16935.55,C1784552476,0,0,C2106061905,7072390.63,7089326.17,0
1480,CASH_IN,1182.38,C1963336241,1715223.34,1716405.73,C1439936386,7089876.69,7088694.3,0
1481,CASH_OUT,11009.05,C1765582871,205907,194897.95,C1373467808,7074048.36,7085057.41,1
1482,CASH_OUT,17887.76,C1200948709,5043,0,C193941275,6250629.76,7083518.64,1
1483,CASH_IN,838.26,C278327013,3785205.34,3786043.6,C1013875739,6884613.25,7081735.27,0
1484,CASH_OUT,17475.39,C1289015458,244363,226887.61,C1013875739,7064259.88,7081735.27,0
1485,TRANSFER,1686.65,C783599907,0,0,C2146610568,7073402.6,7075089.25,0
1486,DEBIT,3035.96,C1066856480,890,0,C1674899618,329055,7074754.63,0
1487,DEBIT,1739.48,C383403884,147362,145622.52,C1674899618,332090.96,7074754.63,0
1488,CASH_IN,1424.28,C1268639990,12364,13788.28,C1320217924,7075852.43,7074428.15,0
1489,CASH_IN,8134.41,C1811865400,1.20E+07,1.20E+07,C1621840836,6242929.35,7074202.2,0
1490,CASH_OUT,11795.24,C1279032301,19653.05,7857.81,C1402867982,7058598.06,7070393.31,0
1491,CASH_IN,703.38,C1962958985,172,875.38,C1007717381,7070490.56,7069787.18,0
1492,CASH_IN,13362.46,C2001201168,5515442.89,5528805.35,C328388943,7083131.29,7069768.83,1
1493,CASH_OUT,18282.58,C954035609,64946,46663.42,C662035758,6749599.66,7067335.21,0
1494,CASH_IN,15169.55,C303843337,5463311.29,5478480.84,C1177742084,7080920.77,7065751.21,0
1495,CASH_IN,7198.65,C175089720,2.21E+07,2.21E+07,C464094472,7071494.58,7064295.93,1
1496,CASH_OUT,9505.24,C1921979279,0,0,C820422676,7051284.46,7060789.7,0
1497,CASH_OUT,78.49,C2064759619,0,0,C1150936132,6641315.52,7056170.24,0
1498,TRANSFER,4070.56,C212024453,440245.24,436174.68,C1175199409,7049528.09,7053598.65,0
1499,DEBIT,5026.64,C452185056,8150,3123.36,C490150701,7045061.21,7050087.86,0
1500,CASH_IN,9723.55,C2136950108,596,10319.55,C1767974841,7059201.37,7049477.82,0
1501,DEBIT,15337.29,C103949966,215031.56,199694.27,C312537393,6755638.61,7049088.91,0
1502,CASH_OUT,1519.05,C1987973704,0,0,C797661854,7040549.52,7042068.58,0
1503,CASH_OUT,4881.02,C1000676226,14520,9638.98,C609116570,7032062.15,7036943.17,0
1504,CASH_IN,18467.5,C1222475365,761454.99,779922.49,C514268168,7055310.7,7036843.21,0
1505,CASH_OUT,8552.19,C87569707,0,0,C688227079,7715117.16,7033033.84,0
1506,CASH_IN,8025.26,C1016450994,4344528.62,4352553.88,C1842854615,7037564.83,7029539.57,0
1507,CASH_OUT,2494.01,C1516883944,0,0,C985222650,7025742.64,7028236.65,0
1508,CASH_IN,11291.87,C426613093,1518008.76,1529300.63,C1733823905,6395375,7026290.32,0
1509,CASH_IN,911.78,C507157555,1633359.5,1634271.28,C1871196571,7025335.36,7024423.58,0
1510,DEBIT,762.23,C1348204836,204,0,C390635742,7556479.17,7022510.07,0
1511,CASH_IN,9465.11,C575341344,271989,281454.11,C741543744,54261,7021928.98,0
1512,CASH_IN,13351.64,C209818557,2913444.82,2926796.47,C1451597255,7467274.15,7017577.86,1
1513,CASH_OUT,10038.99,C1270151291,170319.56,160280.57,C1943218658,7006937.81,7016976.8,0
1514,DEBIT,1450.2,C969392621,1075,0,C1589547066,7014016.62,7013312.36,0
1515,CASH_IN,2154.46,C1310435485,0,2154.46,C1589547066,7015466.82,7013312.36,0
1516,CASH_IN,4020.97,C612402454,3872895.52,3876916.5,C1043870161,6544354.61,7011517.56,0
1517,DEBIT,9102.69,C1163018427,20808,11705.31,C212030596,6998888.12,7007990.81,0
1518,CASH_OUT,13948.29,C40991050,0,0,C757359107,7238300.81,7007579.76,0
1519,CASH_OUT,12271.99,C2082964617,0,0,C1906029492,6821511.4,7007380.75,0
1520,CASH_IN,4226.38,C677635744,22139,26365.38,C1175199409,7005719.5,7001493.12,0
1521,CASH_OUT,8407.24,C44567289,0,0,C980380973,6993037.85,7001445.09,0
1522,CASH_OUT,9833.25,C509887907,0,0,C1909592204,6985353.12,6995186.37,0
1523,CASH_IN,13234.17,C372417160,5777143.34,5790377.51,C1871196571,7007094.44,6993860.27,0
1524,CASH_IN,7851.41,C1229871610,1.96E+07,1.96E+07,C1202306289,7000813.03,6992961.63,0
1525,DEBIT,599.6,C1374216755,172608.28,172008.68,C307727578,6991683.37,6992282.97,0
1526,CASH_IN,10399.37,C315604535,4158260.38,4168659.75,C1749590097,6994812.48,6984413.1,0
1527,CASH_OUT,11233.99,C1495935023,545,0,C29961275,6971582.48,6982816.47,0
1528,DEBIT,4985.09,C1356184895,0,0,C213632991,7522467.28,6978017.1,0
1529,CASH_OUT,12658.7,C1457132556,145,0,C2125071302,6963076.77,6975735.47,0
1530,CASH_OUT,15155.31,C1538967536,0,0,C641763646,6365391.56,6971982.57,0
1531,CASH_OUT,5926.51,C676476492,0,0,C1746371201,6965054.72,6970981.23,0
1532,CASH_OUT,12064.46,C825744468,8066,0,C508433499,6958880.94,6970945.4,0
1533,CASH_OUT,5558.35,C371576482,0,0,C68058,6675081,6970836.24,0
1534,CASH_OUT,17779.88,C1871737104,2566,0,C505855829,6906394.18,6969616.62,0
1535,CASH_OUT,4391.54,C2102413362,1968,0,C1038554625,6964057.83,6968449.37,0
1536,DEBIT,18687.63,C869755937,0,0,C624685600,6949022.35,6967709.98,0
1537,CASH_IN,18279.11,C623449377,1723251.75,1741530.87,C1562904239,6985352.49,6967073.38,0
1538,CASH_IN,1684.56,C906061015,8348182.64,8349867.2,C1140712423,6966526.8,6964842.24,0
1539,CASH_IN,12186.41,C1385279853,1.25E+07,1.25E+07,C1371191175,6969063.48,6956877.07,0
1540,CASH_OUT,15187.56,C1465244542,0,0,C1534703768,6934831.43,6950018.99,0
1541,CASH_OUT,11590.37,C717058396,0,0,C2022632011,7033028.63,6942227.6,0
1542,CASH_IN,3086.62,C136507262,554102.4,557189.03,C936540384,6932146.22,6929059.6,0
1543,DEBIT,3602.71,C2026072312,17729,14126.29,C1817569560,6920809.85,6924412.55,0
1544,CASH_OUT,15033.72,C1075320110,134,0,C593596322,6904376.67,6919410.39,0
1545,DEBIT,1627.37,C1964256282,647129.74,645502.37,C801838458,5487149.29,6916677.11,0
1546,TRANSFER,5527.42,C1201986173,0,0,C795240919,6908310.59,6913838.01,0
1547,DEBIT,584.3,C1645737206,0,0,C1880058411,6912463.98,6913048.28,0
1548,CASH_OUT,14165.49,C1364214665,0,0,C1077045505,5729447.39,6899711.31,0
1549,CASH_OUT,10422.49,C45501212,185253,174830.51,C1254526270,6970298.65,6896001.86,0
1550,CASH_OUT,16128.95,C1958374169,0,0,C604193461,6867596.28,6883725.23,0
1551,DEBIT,146.51,C666304756,1182239.81,1182093.3,C1772570511,221,6882448.55,0
1552,CASH_OUT,8805.73,C1559597670,0,0,C1722902384,6862514.25,6871319.98,0
1553,CASH_OUT,11623.41,C915689525,0,0,C957388291,6853960.08,6865583.49,0
1554,CASH_OUT,1882.49,C27914504,0,0,C1465186691,6859447.15,6861329.65,0
1555,CASH_OUT,18018.2,C1580784415,11269,0,C941818557,6842974.59,6860992.79,0
1556,CASH_OUT,16135.09,C1254681590,0,0,C1799657969,7442122.29,6860377.62,0
1557,CASH_IN,15855.68,C804900931,40491,56346.68,C1130075212,6620854.56,6859597.65,0
1558,CASH_IN,15886.82,C682698683,5749037.79,5764924.62,C144487066,20700,6854896.78,0
1559,CASH_IN,13253.26,C1060150024,7491223.46,7504476.71,C1799618304,6866090.42,6852837.17,0
1560,DEBIT,4482.66,C403587910,21349,16866.34,C780950222,6725282.99,6850640.71,0
1561,CASH_OUT,11653.81,C1163313965,29730,18076.19,C769777975,7145109.45,6847535.71,0
1562,CASH_IN,12520.02,C438247032,957335.64,969855.66,C1736552671,6855804.33,6843284.31,0
1563,CASH_OUT,13941.63,C1586943742,0,0,C1127061789,6826634.46,6840576.09,0
1564,CASH_OUT,18982.3,C768137689,19838.25,855.95,C1604106607,6816547.09,6835529.39,0
1565,TRANSFER,8517.99,C185188574,0,0,C574367055,6473220.7,6828121.38,0
1566,CASH_OUT,15584.83,C730780616,0,0,C1482979717,6800116.72,6815701.55,0
1567,CASH_OUT,6929.41,C256707933,241423,234493.59,C96727483,5190156.02,6812831.8,0
1568,CASH_OUT,17773.57,C2058315771,338,0,C1340509297,6608299.77,6808408.75,0
1569,CASH_OUT,1598.08,C278731638,1463,0,C1194807938,6918855.5,6808233.96,0
1570,CASH_OUT,19407.97,C741461492,0,0,C229313132,6786297.27,6805705.24,0
1571,CASH_OUT,6928,C132522479,0,0,C116384774,6798405.98,6805333.98,0
1572,CASH_IN,18763.73,C860288398,2784715.39,2803479.12,C1018394275,6816653.33,6797889.61,0
1573,CASH_OUT,11944.34,C996904987,0,0,C2125071302,6781915.47,6793859.81,0
1574,CASH_OUT,18912.69,C876853491,0,0,C1189861498,6090355.66,6791936.96,0
1575,DEBIT,5107.74,C286464324,51702,46594.26,C1727331144,6785831.78,6790939.52,0
1576,CASH_IN,8375.84,C1007853419,2.85E+07,2.85E+07,C276384108,6798832.55,6790456.7,0
1577,CASH_OUT,7142.26,C2059233584,0,0,C2109470512,3396004.76,6787849.45,0
1578,CASH_OUT,6631.37,C1211696892,0,0,C190911450,5541760.47,6784095.74,0
1579,CASH_IN,10715.53,C594678518,1127692.47,1138408,C190911450,6543267.47,6784095.74,0
1580,CASH_OUT,12438.66,C1865324400,0,0,C757359107,4501738.12,6779290.17,0
1581,CASH_OUT,4058.54,C61378120,0,0,C624685600,6773225.51,6777284.05,0
1582,CASH_OUT,11298.26,C2006869865,130,0,C1349767414,5651377.99,6776241.48,0
1583,CASH_IN,11543.86,C483324701,2.26E+07,2.26E+07,C1638556416,6781332.44,6769788.59,0
1584,CASH_OUT,8631.66,C1009182079,18043,9411.34,C1759482496,6000705.81,6769719.96,0
1585,CASH_IN,12925.86,C1216786705,7501301.82,7514227.68,C681101640,6779874.99,6766949.13,0
1586,CASH_OUT,5657.48,C685374992,34124,28466.52,C107109121,6759303.45,6764960.94,0
1587,CASH_IN,15607.43,C858074644,533227.91,548835.35,C1044100176,6746235.04,6764274.33,0
1588,CASH_IN,13081.2,C1910270075,6522291.21,6535372.41,C96529834,6772633.76,6759552.56,0
1589,CASH_OUT,5620.22,C756344596,0,0,C758653144,6612958.98,6758063.69,0
1590,CASH_OUT,8628.61,C1023186233,0,0,C1260889084,4794583.57,6749862.54,0
1591,CASH_OUT,84.24,C1428246835,455662.72,455578.47,C1511598070,7007241.29,6741373.41,0
1592,CASH_OUT,12576.96,C1195498316,460,0,C729263178,5823874.99,6740208.83,0
1593,CASH_OUT,12233.75,C1403524308,174910,162676.25,C518953848,6721772.33,6734006.08,0
1594,CASH_OUT,6802.6,C1171566828,21449,14646.4,C1050758685,6726519.97,6733322.57,0
1595,CASH_IN,15959.42,C1964991187,49983,65942.42,C582901057,6467763.48,6732787.42,0
1596,CASH_OUT,15008.63,C1835857898,9965,0,C1790831319,6717087.07,6732095.7,0
1597,CASH_IN,6194,C563994053,4752571,4758765,C1099073452,6733187.42,6726993.42,0
1598,TRANSFER,4833.5,C664133945,3032,0,C298492445,6717742.78,6722576.28,0
1599,CASH_IN,747.5,C288873749,8058661.1,8059408.6,C85777802,6722688.8,6721941.3,0
1600,CASH_IN,14809.31,C996600412,51905,66714.31,C1840044702,6736582.12,6721772.81,0
1601,CASH_OUT,9701.51,C520384118,51788,42086.49,C518953848,6712070.83,6721772.33,0
1602,CASH_OUT,14276.25,C25315284,0,0,C1759095728,6704735.18,6719011.43,0
1603,CASH_IN,3744.65,C923018150,32588.53,36333.18,C76992889,6568386.26,6718505.37,0
1604,CASH_OUT,5731.51,C904564636,0,0,C998351292,6711227.14,6716958.65,0
1605,CASH_IN,9419.36,C621312861,1799607.34,1809026.7,C144931946,6725684.18,6716264.82,0
1606,CASH_OUT,12919.98,C238259019,0,0,C863558495,6701628.66,6714548.64,0
1607,CASH_IN,10955.81,C270985403,2.84E+07,2.84E+07,C1339858954,6723673.83,6712718.02,0
1608,DEBIT,2361.46,C1810482728,101131,98769.54,C603459709,6707878.76,6710240.22,0
1609,CASH_IN,1746.25,C134243418,101722,103468.25,C80806603,6037517.23,6710132.97,0
1610,CASH_IN,816.88,C151081549,3970060.29,3970877.17,C932796396,6675594.21,6705813.49,0
1611,CASH_IN,19349.73,C1119001718,2603948.06,2623297.79,C405881980,6345219.48,6703789.96,1
1612,CASH_OUT,6496.69,C1310745847,19158,12661.31,C236174218,6697136.33,6703633.02,0
1613,CASH_OUT,7902.78,C400220039,224206,216303.22,C284399568,6694413.98,6702316.76,0
1614,CASH_IN,17080.47,C1040785083,8080,25160.47,C1704792171,6718943.15,6701862.68,0
1615,DEBIT,1524.07,C1045396754,10907,9382.93,C711248671,6700232.31,6701756.38,0
1616,CASH_IN,17071.43,C1582229417,9256195.97,9273267.4,C1474409352,7194942.2,6700998.9,0
