"Customer Loyalty ID","Gender","Geographic Region","Loyalty Status","Neigborhood Cluster-55 Level","Neighborhood Cluster-7 Level","Television Region","Affluence Grade","Age","Frequency","Frequency Percent","Loyalty Card Tenure","Organics Purchase Count","Organics Purchase Indicator","Total Spend"
"0009840982","F","South East","Silver","28","D","S & S East","7",".","1","0.00%","8","0","0","3000"
"0009841261","F","South East","Gold","35","D","London","9","63","1","0.00%","3","0","0","19829.86"
"0009842322","F","Midlands","Silver","25","C","Wales & West","6","76","1","0.00%","4","0","0","1000"
"0009843086","M","North","Tin","52","F","N West","10","55","1","0.00%","6","0","0","0.01"
"0009845402","F","South East","Tin","02","A","London","8","35","1","0.00%","9","1","1","0.01"
"0009845607","","South East","Silver","14","B","London","7","48","1","0.00%","10","0","0","619.42"
"0009846115","M","Midlands","Silver","38","E","East","9","42","1","0.00%","8","0","0","2400"
"0009846204","F","North","Gold","51","F","N West","6","63","1","0.00%","2","0","0","6000"
"0009846646","M","Midlands","Silver","44","E","Midlands","6","56","1","0.00%","4","0","0","3000"
"0009848088","F","North","Gold","41","E","N East","13","41","1","0.00%","3","1","1","6000"
"0009848223","F","South East","Gold","23","C","S & S East","14","53","1","0.00%","11","0","0","7600.02"
"0009848975","F","North","Gold","25","C","N West","7","46","1","0.00%","5","0","0","9000"
"0009849459","F","South East","Gold","03","A","London",".","75","1","0.00%","4","0","0","10000"
"0009850031","F","North","Tin","14","B","N West","13","55","1","0.00%","9","0","0","0.01"
"0009850244","M","Midlands","Platinum","32","D","Midlands","13","76","1","0.00%","6","0","0","22000"
"0009850465","F","North","Tin","10","B","N West","10","57","1","0.00%","5","0","0","0.01"
"0009852247","F","North","Tin","53","F","N West","8","52","1","0.00%","8","0","0","0.01"
"0009853898","F","South East","Silver","35","D","London",".","58","1","0.00%","4","0","0","600"
"0009855378","F","South East","Tin","21","C","London","10","49","1","0.00%","5","0","0","0.01"
"0009857524","F","Midlands","Tin","38","E","Midlands","13","41","1","0.00%","10","0","0","0.01"
"0009857885","F","South East","Silver","12","B","S & S East","11","57","1","0.00%","8","0","0","300"
"0009858261","M","Midlands","Silver","51","F","East","7","49","1","0.00%","1","0","0","2000"
"0009858830","F","Midlands","Tin","27","D","Wales & West","10","64","1","0.00%","5","1","1","0.01"
"0009860258","U","South East","Gold","04","A","London","8","76","1","0.00%","1","0","0","6000"
"0009860398","F","Midlands","Silver","28","D","Midlands","12","55","1","0.00%","1","2","1","3000"
"0009860894","F","North","Platinum","35","D","Yorkshire","11","33","1","0.00%","4","1","1","66000"
"0009861602","","South East","Gold","02","A","S & S East","12","70","1","0.00%","8","0","0","8400"
"0009863133","M","North","Gold","17","C","N East","3","52","1","0.00%","6","0","0","6053.35"
"0009863524","U","South East","Gold","24","C","S & S East","3","67","1","0.00%","8","0","0","9000"
"0009863907","M","South East","Tin","44","E","London","6","50","1","0.00%","5","0","0","0.01"
"0009867317","F","Midlands","Tin","04","A","Wales & West","6","42","1","0.00%","5","1","1","0.01"
"0009867929","F","Midlands","Tin","","","Wales & West","4","59","1","0.00%","5","0","0","0.01"
"0009867996","M","North","Silver","34","D","N West","7","32","1","0.00%","4","1","1","600"
"0009868844","M","South East","Silver","16","C","S & S East","10","66","1","0.00%","7","0","0","1500"
"0009871276","F","South East","Tin","28","D","London","8","59","1","0.00%","8","0","0","0.01"
"0009872558","F","Midlands","Tin","","","Ulster","6","46","1","0.00%","5","0","0","0.01"
"0009873279","F","Midlands","Tin","32","D","Midlands","9","39","1","0.00%","4","0","0","0.01"
"0009873937","F","South East","Tin","21","C","London","5","36","1","0.00%","8","1","1","0.01"
"0009874321","F","North","Tin","52","F","Yorkshire","6",".","1","0.00%","5","0","0","0.01"
"0009874615","U","Midlands","Tin","18","C","East","11","42","1","0.00%",".","0","0","0.01"
"0009875115","F","South East","Tin","33","D","S & S East","6","29","1","0.00%","5","0","0","0.01"
"0009875611","U","South East","Tin","51","F","London","16","41","1","0.00%","8","2","1","0.01"
"0009876944","F","Midlands","Gold","38","E","East","8","46","1","0.00%","1","0","0","6755.3"
"0009879404","","","Silver","15","B","","8","57","1","0.00%","2","0","0","2000"
"0009879617","U","South East","Gold","44","E","London","4","68","1","0.00%","2","0","0","20000"
"0009880909","M","South East","Silver","19","C","London","9","54","1","0.00%","4","0","0","5000"
"0009881336","F","Midlands","Silver","19","C","Midlands",".","48","1","0.00%","3","0","0","50"
"0009882227","","North","Gold","05","B","N East","8","67","1","0.00%","8","0","0","12000"
"0009882715","F","Midlands","Gold","28","D","Midlands","9","78","1","0.00%","8","1","1","9000"
"0009882901","","South East","Silver","35","D","London","9","48","1","0.00%","7","0","0","3000"
"0009883835","F","South East","Silver","30","D","S & S East","8","59","1","0.00%","8","0","0","2800"
"0009886249","F","Midlands","Silver","52","F","Midlands","4","74","1","0.00%","12","0","0","500"
"0009887326","U","South East","Gold","28","D","S & S East","4","50","1","0.00%","8","0","0","5582.4"
"0009887431","F","Midlands","Tin","52","F","Wales & West","9","48","1","0.00%","5","1","1","0.01"
"0009888012","M","South West","Gold","49","F","S West","5",".","1","0.00%","5","0","0","10000"
"0009888454","F","South East","Gold","04","A","London","5","71","1","0.00%","12","0","0","6000"
"0009888527","F","North","Gold","37","E","N East","11","41","1","0.00%","1","1","1","6000"
"0009889035","M","South East","Tin","03","A","London","13","36","1","0.00%","5","1","1","0.01"
"0009889108","","South East","Platinum","25","C","London","7","56","1","0.00%","8","1","1","40053.34"
"0009891269","F","North","Silver","30","D","N West","11","56","1","0.00%","2","0","0","3000"
"0009891439","F","Midlands","Gold","24","C","Midlands",".","73","1","0.00%","4","0","0","19000"
"0009892338","F","South East","Silver","26","C","London","17","35","1","0.00%","5","1","1","1620"
"0009894187","F","North","Silver","35","D","N West","11",".","1","0.00%","4","1","1","3920"
"0009895647","M","Midlands","Silver","34","D","Midlands","11","72","1","0.00%","8","0","0","300"
"0009897399","","Midlands","Tin","19","C","Midlands","8","43","1","0.00%","4","0","0","0.01"
"0009897798","F","Midlands","Gold","41","E","Midlands","12","61","1","0.00%","3","0","0","9000"
"0009901973","F","South East","Silver","08","B","London","7","35","1","0.00%","3","1","1","100"
"0009904654","F","South East","Gold","02","A","London","13","69","1","0.00%","4","1","1","10050"
"0009904859","F","South East","Silver","08","B","London","9","26","1","0.00%","8","1","1","500"
"0009905847","F","South East","Gold","06","B","S & S East","7","71","1","0.00%","15","0","0","12900"
"0009906592","M","South East","Tin","25","C","London",".","49","1","0.00%","8","0","0","0.01"
"0009907343","F","Midlands","Gold","46","F","East","12","72","1","0.00%","3","0","0","6000"
"0009911154","","Midlands","Gold","04","A","Midlands","9","60","1","0.00%","1","0","0","6000"
"0009911316","F","South East","Tin","20","C","S & S East","16","47","1","0.00%","4","1","1","0.01"
"0009911448","F","South East","Tin","17","C","S & S East","8","29","1","0.00%","4","0","0","0.01"
"0009912037","F","North","Silver","24","C","N West","9","38","1","0.00%","10","1","1","500.01"
"0009912304","F","Midlands","Silver","23","C","Wales & West","7","59","1","0.00%","11","1","1","1020"
"0009912940","M","South East","Tin","04","A","London","9",".","1","0.00%","5","0","0","0.01"
"0009914978","","North","Gold","16","C","N East","14","50","1","0.00%","2","0","0","12000"
"0009915559","M","North","Silver","23","C","Yorkshire","10","59","1","0.00%","17","1","1","1000"
"0009915923","F","North","Silver","47","F","N West","5","36","1","0.00%",".","1","1","4000"
"0009918477","U","South East","Tin","","","S & S East","8","45","1","0.00%","4","0","0","0.01"
"0009919481","F","North","Silver","01","A","N East","10","70","1","0.00%","5","0","0","1500"
"0009920277","F","South West","Gold","43","E","S West","6","55","1","0.00%","2","0","0","6000"
"0009920900","","South East","Gold","04","A","London","9","63","1","0.00%","4","0","0","8846.24"
"0009921648","","South East","Tin","04","A","London",".","53","1","0.00%","9","0","0","0.01"
"0009923578","F","South East","Gold","01","A","London","7",".","1","0.00%","2","0","0","6000"
"0009923977","M","South East","Silver","31","D","London","5","72","1","0.00%","2","0","0","4172.52"
"0009924574","F","South East","Gold","03","A","London","8","73","1","0.00%","6","0","0","18053.35"
"0009924957","","North","Platinum","22","C","N West","11",".","1","0.00%","3","0","0","20229.85"
"0009925457","M","Midlands","Silver","37","E","East",".","63","1","0.00%","2","0","0","4500"
"0009926070","F","South East","Platinum","06","B","S & S East","7","75","1","0.00%","4","0","0","30000"
"0009926143","F","South East","Tin","25","C","S & S East","10","52","1","0.00%","5","1","1","0.01"
"0009927921","F","South East","Tin","04","A","London","7","45","1","0.00%","10","0","0","0.01"
"0009928529","M","North","Gold","24","C","N West","12","75","1","0.00%","5","1","1","6000"
"0009929738","","Midlands","Gold","27","D","East","10","73","1","0.00%","7","1","1","5500"
"0009929924","M","Midlands","Silver","37","E","Midlands","4","44","1","0.00%","2","0","0","50"
"0009934308","M","North","Gold","20","C","N East","7",".","1","0.00%","6","0","0","6000"
"0009934456","","South East","Gold","27","D","London","6","45","1","0.00%","10","0","0","19447.34"
"0009935797","U","North","Silver","22","C","N West","8","48","1","0.00%","6","0","0","1420"
"0009936491","F","Midlands","Tin","28","D","Midlands","8","63","1","0.00%","8","0","0","0.01"
"0009936785","U","South East","Silver","41","E","London","8","60","1","0.00%","9","0","0","4000"
"0009939385","F","North","Silver","53","F","Yorkshire","11","33","1","0.00%","9","1","1","360"
"0009940324","F","Midlands","Silver","12","B","Midlands","4","49","1","0.00%","3","0","0","3000"
"0009940715","M","North","Gold","12","B","N West","7","74","1","0.00%","2","1","1","7000"
"0009941436","","South East","Gold","50","F","London","10","70","1","0.00%","6","0","0","6000"
"0009941649","F","Scottish","Tin","39","E","C Scotland","7","39","1","0.00%","4","1","1","0.01"
"0009942890","F","Midlands","Silver","","","Ulster","4","44","1","0.00%","2","0","0","70"
"0009943277","M","Midlands","Silver","","","Ulster",".","50","1","0.00%","8","0","0","1000"
"0009944125","F","North","Silver","37","E","N West","9","59","1","0.00%","5","0","0","1000.02"
"0009944877","U","South East","Gold","13","B","S & S East","7","65","1","0.00%","4","0","0","12000"
"0009945385","M","South East","Tin","23","C","S & S East","12","32","1","0.00%","4","2","1","0.01"
"0009945903","F","Scottish","Gold","27","D","N Scot","12","76","1","0.00%","3","0","0","10850"
"0009947833","F","Midlands","Silver","52","F","Midlands","7","35","1","0.00%","2","1","1","1300"
"0009948961","M","North","Silver","44","E","Yorkshire","6","77","1","0.00%","1","0","0","2000"
"0009949542","F","South East","Silver","21","C","London","4","51","1","0.00%","4","0","0","3000"
"0009951768","F","South East","Gold","27","D","London","8","33","1","0.00%","1","1","1","12500"
"0009952276","F","Midlands","Tin","41","E","Wales & West","13","56","1","0.00%","5","2","1","0.01"
"0009953981","F","South East","Silver","52","F","London","10","30","1","0.00%","8","1","1","1500"
"0009954317","M","South East","Tin","09","B","London","2","47","1","0.00%","10","0","0","0.01"
"0009954805","U","","Gold","23","C","","7","79","1","0.00%","2","0","0","6000"
"0009955550","F","South East","Gold","","","London","5","50","1","0.00%","8","1","1","9146.05"
"0009956271","M","South East","Gold","07","B","London","6",".","1","0.00%","31","0","0","6053.35"
"0009957294","M","North","Gold","04","A","N West","7","37","1","0.00%","7","0","0","13666.69"
"0009957685","M","","Tin","25","C","","5","50","1","0.00%","4","0","0","0.01"
"0009957774","F","","Gold","43","E","","9","72","1","0.00%","11","0","0","12000"
"0009958649","F","North","Tin","12","B","N West","5","53","1","0.00%","5","0","0","0.01"
"0009958797","M","South East","Silver","27","D","London","4","59","1","0.00%","5","0","0","960"
"0009959823","F","North","Gold","16","C","N East","6","62","1","0.00%","2","0","0","17000"
"0009960570","F","South East","Gold","44","E","London","13","54","1","0.00%","2","2","1","6000"
"0009960694","F","South East","Silver","22","C","London","14","61","1","0.00%","5","1","1","1000"
"0009960856","","South East","Tin","27","D","S & S East","6","51","1","0.00%","8","0","0","0.01"
"0009963286","F","South East","Tin","44","E","London","15","39","1","0.00%","5","2","1","0.01"
"0009963650","F","Midlands","Tin","38","E","East","11","34","1","0.00%","5","1","1","0.01"
"0009967117","F","Midlands","Silver","37","E","East","13","68","1","0.00%","7","0","0","3000"
"0009967419","F","North","Tin","12","B","N West","13","54","1","0.00%","8","1","1","0.01"
"0009967524","M","Midlands","Gold","28","D","Midlands","11","59","1","0.00%","1","0","0","10000"
"0009969586","F","Midlands","Silver","04","A","Midlands","10","70","1","0.00%","23","0","0","2723.77"
"0009970894","","Midlands","Platinum","16","C","Midlands","5","51","1","0.00%","26","0","0","34062.49"
"0009971262","M","Midlands","Tin","19","C","Midlands","10","51","1","0.00%","5","0","0","0.01"
"0009972153","F","South East","Tin","53","F","S & S East","5","69","1","0.00%","4","0","0","0.01"
"0009975306","F","Midlands","Gold","","","Ulster","9","29","1","0.00%","2","0","0","6000"
"0009976507","F","South East","Silver","01","A","S & S East","16","31","1","0.00%","5","2","1","1000"
"0009976906","","Midlands","Tin","23","C","Wales & West","9","54","1","0.00%","8","0","0","0.01"
"0009979018","F","North","Tin","47","F","N East","7","48","1","0.00%","5","1","1","0.01"
"0009979808","","South West","Silver","53","F","S West","8","46","1","0.00%","5","0","0","1000"
"0009981829","F","North","Silver","","","N West","11","73","1","0.00%","7","0","0","4424"
"0009982507","F","Scottish","Gold","52","F","C Scotland","8","76","1","0.00%","18","0","0","6000"
"0009982906","U","Midlands","Silver","19","C","Wales & West","15","72","1","0.00%","5","0","0","3000"
"0009983163","M","Scottish","Gold","10","B","C Scotland",".","68","1","0.00%","2","0","0","6000"
"0009983376","M","South East","Silver","08","B","S & S East","6","50","1","0.00%","9","0","0","600"
"0009984062","F","South West","Tin","37","E","S West",".","54","1","0.00%","5","0","0","0.01"
"0009984895","F","Midlands","Silver","10","B","Midlands","8","48","1","0.00%","1","0","0","100"
"0009985190","","South East","Gold","10","B","London","3","62","1","0.00%","1","0","0","6500"
"0009985247","F","North","Tin","25","C","Yorkshire","8","60","1","0.00%","4","0","0","0.01"
"0009985514","M","Midlands","Tin","08","B","Midlands","5","57","1","0.00%","10","0","0","0.01"
"0009988521","","Midlands","Silver","27","D","Midlands","3","60","1","0.00%","8","0","0","0.02"
"0009988823","U","South East","Gold","29","D","London","11","39","1","0.00%","2","1","1","5850"
"0009989552","F","Midlands","Gold","42","E","Midlands","4","38","1","0.00%","3","0","0","9000"
"0009991514","M","South East","Gold","52","F","London","6",".","1","0.00%","2","0","0","6000"
"0009992804","F","South East","Silver","38","E","London","8","62","1","0.00%","5","0","0","1000"
"0009993746","F","South East","Silver","25","C","London","12","46","1","0.00%","2","1","1","2035.88"
"0009994572","F","South East","Tin","34","D","S & S East","13","33","1","0.00%","5","1","1","0.01"
"0009995617","F","South East","Silver","24","C","S & S East","9","79","1","0.00%","5","1","1","5000"
"0009996540","F","Midlands","Tin","43","E","Wales & West","7","62","1","0.00%","6","0","0","0.01"
"0009996907","M","Scottish","Gold","16","C","C Scotland","5","38","1","0.00%","4","0","0","17555.03"
"0009997563","F","South East","Silver","12","B","S & S East","9","53","1","0.00%","8","0","0","1500"
"0009999248","F","South East","Gold","34","D","S & S East","13","51","1","0.00%","5","0","0","5286.11"
"0009999914","U","Midlands","Tin","11","B","East","4","58","1","0.00%","5","0","0","0.01"
"0010001417","F","South East","Silver","38","E","London","11","55","1","0.00%","5","0","0","1000"
"0010001557","F","South East","Gold","53","F","London","11","66","1","0.00%","5","1","1","10000"
"0010002596","F","South West","Tin","50","F","S West","23","32","1","0.00%","4","3","1","0.01"
"0010002847","F","North","Silver","22","C","Yorkshire","12","50","1","0.00%","8","0","0","1960"
"0010003800","","Midlands","Tin","27","D","Midlands","9","33","1","0.00%","8","1","1","0.01"
"0010004009","F","South East","Gold","32","D","London","9","73","1","0.00%","7","0","0","8053.35"
"0010005099","M","Scottish","Silver","17","C","C Scotland","9",".","1","0.00%","13","0","0","4000"
"0010006303","F","Midlands","Gold","42","E","East","5","62","1","0.00%","5","0","0","12000"
"0010006834","F","South East","Silver","06","B","S & S East","10","65","1","0.00%","4","0","0","5000"
"0010006958","F","North","Gold","41","E","N West","6","64","1","0.00%","7","0","0","9053.35"
"0010007016","F","Midlands","Tin","30","D","Midlands","4","30","1","0.00%","8","0","0","0.01"
"0010007113","M","Midlands","Silver","28","D","Midlands","8","47","1","0.00%","8","0","0","2000"
"0010008861","M","Midlands","Tin","50","F","Wales & West","9","45","1","0.00%","4","0","0","0.01"
"0010009876","U","Scottish","Gold","22","C","C Scotland","11","70","1","0.00%","11","0","0","7088.14"
"0010010823","F","South East","Tin","48","F","London","7","44","1","0.00%","5","0","0","0.01"
"0010011196","M","South East","Silver","32","D","London","8","67","1","0.00%","8","0","0","3000"
"0010011412","","South East","Tin","03","A","London","4","50","1","0.00%","4","0","0","0.01"
"0010012087","","North","Silver","35","D","N East","8","38","1","0.00%","10","1","1","300"
"0010012729","M","South East","Gold","50","F","London","5","44","1","0.00%","4","0","0","6000"
"0010013954","","South East","Silver","19","C","London","14","49","1","0.00%","6","0","0","1000"
"0010014799","F","Midlands","Tin","28","D","Midlands","10","44","1","0.00%","5","1","1","0.01"
"0010016171","M","Midlands","Tin","53","F","Wales & West","9","44","1","0.00%","9","0","0","0.01"
"0010016481","F","South West","Silver","06","B","S West","8","72","1","0.00%","5","1","1","4500"
"0010017518","F","South East","Tin","52","F","London","6","35","1","0.00%","6","1","1","0.01"
"0010017631","M","North","Tin","28","D","N East","3","48","1","0.00%","5","0","0","0.01"
"0010019944","U","Midlands","Silver","23","C","Wales & West","10","53","1","0.00%","7","0","0","1200"
"0010020403","U","Midlands","Silver","51","F","Wales & West","11","41","1","0.00%","1","1","1","160"
"0010020624","F","South East","Tin","51","F","S & S East","9","50","1","0.00%","5","0","0","0.01"
"0010021493","","South East","Tin","50","F","London","13","29","1","0.00%","8","1","1","0.01"
"0010021663","M","Midlands","Silver","15","B","Wales & West","16","77","1","0.00%","6","0","0","1500"
"0010021795","M","South East","Tin","52","F","London","9","45","1","0.00%","5","0","0","0.01"
"0010022465","M","South East","Gold","13","B","London","12","37","1","0.00%","1","0","0","6000"
"0010023003","M","South East","Gold","35","D","London","7","53","1","0.00%",".","0","0","11000"
"0010023267","","North","Gold","32","D","Yorkshire","5","53","1","0.00%","1","0","0","10000"
"0010023585","","Midlands","Gold","32","D","Midlands","5","55","1","0.00%","8","0","0","6105.32"
"0010027041","","North","Silver","44","E","N West","5","75","1","0.00%","4","0","0","2000"
"0010028358","F","Midlands","Silver","19","C","Wales & West","18","55","1","0.00%","7","0","0","3000"
"0010030034","F","South East","Gold","19","C","S & S East","9","58","1","0.00%","2","0","0","6000"
"0010030522","M","South East","Platinum","06","B","S & S East","10","70","1","0.00%","3","0","0","20765.47"
"0010031332","M","South West","Silver","19","C","S West","5","44","1","0.00%","6","0","0","2000"
"0010032649","M","North","Gold","35","D","N West","4","68","1","0.00%","9","0","0","10800"
"0010034293","M","North","Gold","28","D","N West","4","62","1","0.00%","2","0","0","6000"
"0010034668","F","","Tin","34","D","","15","35","1","0.00%","7","1","1","0.01"
"0010035044","U","Midlands","Gold","05","B","East","9","68","1","0.00%","25","0","0","11000"
"0010035818","F","South East","Gold","08","B","S & S East","14","43","1","0.00%","7","1","1","6000.01"
"0010036563","U","South East","Silver","15","B","S & S East","8","68","1","0.00%","21","0","0","2282.97"
"0010037071","F","South East","Gold","14","B","London","7","62","1","0.00%","9","0","0","9300"
"0010038132","","North","Tin","47","F","N East","6",".","1","0.00%","9","0","0","0.01"
"0010038434","F","North","Tin","35","D","Yorkshire","17","38","1","0.00%","6","2","1","0.01"
"0010040021","F","South East","Gold","04","A","London","10","38","1","0.00%","6","0","0","5089.7"
"0010040501","M","South East","Gold","22","C","London",".","71","1","0.00%","16","0","0","10500"
"0010040684","U","South West","Gold","38","E","S West","10","69","1","0.00%","3","0","0","10050.99"
"0010041176","F","Midlands","Silver","35","D","East","7","45","1","0.00%","9","0","0","5000"
"0010043128","","Midlands","Silver","16","C","East","6","74","1","0.00%","2","0","0","50"
"0010043470","M","South East","Gold","04","A","London","12","48","1","0.00%","2","0","0","6000"
"0010044469","F","South East","Gold","06","B","S & S East","15","70","1","0.00%","5","0","0","6053.35"
"0010044876","F","North","Tin","30","D","Yorkshire","13","54","1","0.00%","8","0","0","0.01"
"0010046046","F","North","Gold","19","C","N West",".","49","1","0.00%","6","0","0","10000"
"0010046542","","Midlands","Silver","19","C","Midlands","7",".","1","0.00%","13","0","0","1500"
"0010047840","U","North","Silver","02","A","Yorkshire","10","72","1","0.00%","5","0","0","5000"
"0010047921","F","South East","Tin","34","D","S & S East",".","55","1","0.00%","5","0","0","0.01"
"0010048596","F","Midlands","Gold","14","B","Midlands","12","52","1","0.00%","3","0","0","5465.13"
"0010048804","U","South West","Gold","43","E","S West","14","70","1","0.00%","5","0","0","6000"
"0010049045","F","Midlands","Gold","12","B","Midlands","7","64","1","0.00%","2","0","0","6000"
"0010052402","M","Midlands","Silver","38","E","Midlands","15","32","1","0.00%","3","1","1","600"
"0010053654","F","Midlands","Tin","","","Ulster",".","30","1","0.00%","8","1","1","0.01"
"0010053700","F","Scottish","Gold","03","A","C Scotland","9","65","1","0.00%","7","0","0","9053.35"
"0010053824","F","South East","Tin","51","F","London","17","46","1","0.00%","5","1","1","0.01"
"0010054243","F","South East","Tin","30","D","S & S East","17","53","1","0.00%","5","2","1","0.01"
"0010054960","F","South East","Tin","29","D","London","4","29","1","0.00%","5","0","0","0.01"
"0010055215","M","Midlands","Silver","08","B","Wales & West","16","47","1","0.00%","8","0","0","4884.25"
"0010056416","F","South East","Silver","52","F","S & S East","7","35","1","0.00%","2","1","1","1000"
"0010058273","F","","Tin","46","F","","4","42","1","0.00%","7","1","1","0.01"
"0010058346","F","South East","Platinum","08","B","London","8","51","1","0.00%","4","0","0","27000"
"0010058605","M","North","Tin","04","A","N East","9","49","1","0.00%","4","0","0","0.01"
"0010060316","M","South East","Tin","17","C","London","11","43","1","0.00%","7","1","1","0.01"
"0010060421","F","South East","Platinum","01","A","London","10","49","1","0.00%","12","0","0","21500"
"0010060561","M","North","Silver","33","D","N West","10","25","1","0.00%","1","0","0","420"
"0010061002","F","South East","Silver","53","F","S & S East","11","58","1","0.00%","9","1","1","0.02"
"0010061258","F","Midlands","Silver","27","D","Midlands","9","70","1","0.00%","13","0","0","250"
"0010062777","F","South East","Gold","34","D","S & S East","13","46","1","0.00%","8","0","0","12000"
"0010063137","M","North","Silver","25","C","Yorkshire","11","31","1","0.00%","7","1","1","0.02"
"0010063242","F","North","Tin","32","D","Yorkshire","8","35","1","0.00%","5","1","1","0.01"
"0010064788","U","Midlands","Gold","25","C","Wales & West","16","50","1","0.00%","4","2","1","6053.34"
"0010064877","","Midlands","Silver","08","B","Wales & West","5","50","1","0.00%","1","0","0","3000"
"0010066071","M","North","Gold","17","C","N East","9","66","1","0.00%","14","0","0","14800.32"
"0010066446","M","South East","Tin","34","D","London","7","43","1","0.00%","4","0","0","0.01"
"0010067574","F","North","Gold","38","E","Yorkshire","9","44","1","0.00%","2","1","1","5747.17"
"0010069003","F","North","Gold","40","E","N West","13","39","1","0.00%","4","1","1","7500"
"0010069488","F","Midlands","Silver","08","B","Wales & West","11","59","1","0.00%","6","0","0","1000"
"0010069739","F","Midlands","Silver","","","Ulster","16","38","1","0.00%","5","1","1","2700"
"0010071172","F","South East","Tin","52","F","S & S East","15",".","1","0.00%","9","1","1","0.01"
"0010071261","M","Midlands","Tin","37","E","Midlands","8","37","1","0.00%","4","0","0","0.01"
"0010071598","M","South West","Silver","43","E","S West","12","70","1","0.00%","2","0","0","2000"
"0010072322","F","South East","Silver","10","B","London","11","36","1","0.00%","1","1","1","1050"
"0010072942","F","Scottish","Silver","50","F","C Scotland","11","40","1","0.00%","14","1","1","2000"
"0010073051","M","South East","Gold","","","London","8","57","1","0.00%","7","0","0","12053.35"
"0010073906","F","North","Tin","12","B","Yorkshire","10","37","1","0.00%","7","1","1","0.01"
"0010077421","F","South East","Silver","18","C","S & S East","7",".","1","0.00%","4","0","0","1250.01"
"0010078045","M","North","Tin","44","E","Yorkshire","9","51","1","0.00%","8","0","0","0.01"
"0010078207","U","North","Gold","16","C","N West","12","76","1","0.00%","2","0","0","6000"
"0010079130","M","North","Tin","47","F","N East","6","38","1","0.00%","5","0","0","0.01"
"0010079696","","North","Gold","35","D","Yorkshire",".","57","1","0.00%","6","2","1","6000"
"0010080058","F","Midlands","Tin","52","F","East","12","34","1","0.00%","5","1","1","0.01"
"0010080597","F","Midlands","Silver","","","Ulster","6","55","1","0.00%","6","1","1","3000"
"0010081968","M","North","Silver","53","F","Yorkshire","6","55","1","0.00%","21","0","0","2000"
"0010082603","","Midlands","Gold","05","B","Midlands","5","47","1","0.00%","8","0","0","18600"
"0010086625","M","North","Tin","52","F","N West",".","60","1","0.00%","5","0","0","0.01"
"0010086714","F","Midlands","Silver","","","Ulster","7","43","1","0.00%","1","1","1","5000"
"0010087591","M","Midlands","Silver","08","B","East","10","55","1","0.00%","8","0","0","2500"
"0010087699","F","North","Tin","53","F","N West","6","67","1","0.00%","8","0","0","0.01"
"0010088962","M","Midlands","Silver","01","A","Midlands",".","53","1","0.00%","5","0","0","4035.57"
"0010091033","","Scottish","Tin","52","F","C Scotland","12","47","1","0.00%","5","0","0","0.01"
"0010091130","","South East","Silver","04","A","London","11","60","1","0.00%","1","0","0","1000"
"0010092609","F","South East","Silver","19","C","S & S East","12","47","1","0.00%","3","0","0","3000"
"0010093885","F","South East","Gold","51","F","London","8","37","1","0.00%","6","1","1","8750"
"0010094091","M","North","Silver","25","C","N West","9","49","1","0.00%","4","0","0","1920"
"0010094202","F","North","Silver","37","E","Yorkshire","6","28","1","0.00%","3","0","0","3000"
"0010094636","F","North","Silver","02","A","N East","7","30","1","0.00%","5","2","1","3040"
"0010095306","F","South East","Silver","26","C","London","9","56","1","0.00%","1","1","1","4449"
"0010096175","","Midlands","Silver","52","F","Wales & West","16","61","1","0.00%","9","0","0","500"
"0010096450","F","North","Gold","48","F","N West","7","62","1","0.00%","1","0","0","6000"
"0010096566","U","South East","Gold","04","A","London","7","62","1","0.00%","4","0","0","10050"
"0010096736","","Midlands","Gold","27","D","East","10","79","1","0.00%","1","0","0","6000"
"0010097309","","North","Silver","04","A","Yorkshire","7","47","1","0.00%","8","0","0","1100"
"0010097694","F","Midlands","Gold","23","C","Midlands","10","52","1","0.00%","3","0","0","6000"
"0010098720","M","Midlands","Gold","16","C","Wales & West","10","38","1","0.00%","8","0","0","13000"
"0010099697","F","Midlands","Silver","52","F","Wales & West","14","70","1","0.00%","21","0","0","3720.39"
"0010100032","U","South East","Tin","05","B","London","10","40","1","0.00%","8","0","0","0.01"
"0010100504","M","North","Gold","12","B","Yorkshire","8","50","1","0.00%","6","0","0","6000"
"0010102884","F","South West","Gold","30","D","S West","13","65","1","0.00%","6","1","1","6053.35"
"0010103104","","South East","Silver","30","D","S & S East",".","23","1","0.00%","1","3","1","420"
"0010104224","U","Midlands","Silver","33","D","East","15","42","1","0.00%","5","1","1","1000"
"0010105174","F","Midlands","Tin","27","D","Midlands","13","34","1","0.00%","4","2","1","0.01"
"0010107290","F","South East","Gold","01","A","London","8","76","1","0.00%","4","0","0","6000"
"0010109323","F","South East","Tin","31","D","London","15","46","1","0.00%","5","0","0","0.01"
"0010109994","F","South East","Gold","52","F","London","7","61","1","0.00%","9","0","0","14300"
"0010110321","M","South East","Gold","20","C","London","6",".","1","0.00%","8","0","0","12000"
"0010110666","M","South East","Silver","37","E","London","9","48","1","0.00%","8","1","1","1000"
"0010111506","M","Midlands","Tin","38","E","Midlands","3","54","1","0.00%","5","0","0","0.01"
"0010113010","F","North","Tin","22","C","N West","9","43","1","0.00%","5","0","0","0.01"
"0010113118","F","South East","Silver","12","B","London","8","60","1","0.00%","4","0","0","1000"
