transaction,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
1888,PAYMENT,4215.08,C665565246,771489.55,767274.47,M1776486598,0,0,0
1889,PAYMENT,3468.74,C438228197,13310,9841.26,M1719547057,0,0,0
1890,PAYMENT,244.09,C476973576,195601,195356.91,M1840940155,0,0,0
1891,PAYMENT,137.88,C32496853,59708.34,59570.46,M371440613,0,0,0
1892,PAYMENT,7155.31,C2062667107,59570.46,52415.15,M1129387802,0,0,0
1893,PAYMENT,2432.88,C1009218257,12946,10513.12,M936380963,0,0,0
1894,PAYMENT,9021.44,C1128158063,1536,0,M144467413,0,0,0
1895,PAYMENT,4476.2,C262815725,0,0,M941403433,0,0,0
1896,PAYMENT,14546.65,C159917166,6120,0,M1649498695,0,0,0
1897,TRANSFER,272709.33,C1012552887,76067,0,C1935365522,0,158433.78,0
1898,PAYMENT,7669.42,C1643299824,29659,21989.58,M688988404,0,0,0
1899,CASH_OUT,14750.26,C1098568947,21989.58,7239.33,C1899073220,1096233.87,420946.86,0
1900,CASH_OUT,107421.26,C795594631,7239.33,0,C1983747920,226328.33,95508.95,0
1901,CASH_OUT,36448.64,C1492219097,0,0,C832279283,148941.17,185389.8,0
1902,CASH_OUT,12939.66,C2026371507,0,0,C837659261,88439.28,57472.15,0
1903,CASH_OUT,198137.4,C1871542036,0,0,C747464370,1624385.68,1567434.81,0
1904,CASH_OUT,112193.65,C510368405,0,0,C977993101,767274.47,965870.05,0
1905,CASH_OUT,40030.78,C1299145277,0,0,C665576141,6458842.26,5515763.34,0
1906,CASH_OUT,207283.84,C178393154,0,0,C1749186397,215955.02,277515.05,0
1907,CASH_OUT,141648.13,C244577237,0,0,C1060830840,413572.32,130747.56,0
1908,CASH_OUT,361980.67,C1290698656,0,0,C248609774,6057072.17,6453430.91,0
1909,CASH_OUT,614317.64,C2049348234,0,0,C1782113663,4541021.72,3997768.55,0
1910,CASH_OUT,233255.73,C1612496268,0,0,C306206744,3214080.61,3554299.27,0
1911,PAYMENT,1420.96,C1904273153,21593,20172.04,M1311544814,0,0,0
1912,CASH_OUT,132842.64,C13692003,4499.08,0,C297927961,0,132842.64,1
1913,PAYMENT,4881.52,C94748968,0,0,M1944815218,0,0,0
1914,PAYMENT,14403.17,C1497558532,0,0,M1584833211,0,0,0
1915,PAYMENT,4843.76,C1970377948,0,0,M1518752790,0,0,0
1916,PAYMENT,7143.2,C351970188,0,0,M2146613458,0,0,0
1917,PAYMENT,2279.65,C115086468,0,0,M1855112877,0,0,0
1918,PAYMENT,2571.49,C800456240,0,0,M1164699452,0,0,0
1919,PAYMENT,2873.37,C594916129,0,0,M1537912396,0,0,0
1920,PAYMENT,7394.33,C1533972343,0,0,M1101451553,0,0,0
1921,PAYMENT,21902.51,C1329897103,0,0,M1091736037,0,0,0
1922,PAYMENT,1730.16,C1848163207,0,0,M435175610,0,0,0
1923,PAYMENT,11491.76,C1923810797,0,0,M669200356,0,0,0
1924,PAYMENT,14204.94,C205278236,0,0,M399653041,0,0,0
1925,PAYMENT,14432.6,C1031586763,0,0,M56510351,0,0,0
1926,PAYMENT,2501.21,C1835841364,0,0,M1803361784,0,0,0
1927,PAYMENT,27845.63,C809822663,0,0,M1104654975,0,0,0
1928,PAYMENT,900.37,C1225353990,0,0,M1243102466,0,0,0
1929,PAYMENT,28147.47,C1560670039,0,0,M557705922,0,0,0
1930,PAYMENT,3782.98,C602858680,0,0,M680865258,0,0,0
1931,PAYMENT,4828.64,C1519911160,0,0,M339581587,0,0,0
1932,PAYMENT,6540.9,C1075996552,0,0,M1096411163,0,0,0
1933,PAYMENT,21840.26,C1532800776,0,0,M600657906,0,0,0
1934,PAYMENT,5805.93,C1887466020,2158,0,M2123846943,0,0,0
1935,PAYMENT,5018.24,C1074630954,29259.83,24241.59,M167175174,0,0,0
1936,PAYMENT,1066.91,C2056566350,24241.59,23174.68,M1047477166,0,0,0
1937,PAYMENT,1902.02,C306674056,176112,174209.98,M749693202,0,0,0
1938,PAYMENT,1982.04,C1943444495,534,0,M874740624,0,0,0
1939,PAYMENT,7020.05,C486662053,106102,99081.95,M1244775150,0,0,0
1940,PAYMENT,11488.23,C222300483,20243,8754.77,M571481216,0,0,0
1941,PAYMENT,1253.6,C838800272,10861,9607.4,M1973256691,0,0,0
1942,PAYMENT,10183.1,C2015007762,99731,89547.9,M1514955661,0,0,0
1943,CASH_OUT,146534.96,C333879495,21114,0,C1112414583,0,67762.92,0
1944,PAYMENT,5616.1,C183304529,0,0,M645643802,0,0,0
1945,PAYMENT,5272.81,C521331027,30072,24799.19,M949314262,0,0,0
1946,TRANSFER,236343.99,C1511004956,43010.81,0,C1826334428,8061,33316.54,0
1947,TRANSFER,86401.93,C559998250,0,0,C977993101,879468.12,965870.05,0
1948,PAYMENT,3923.32,C703627308,291,0,M979420182,0,0,0
1949,CASH_OUT,289326.88,C1626529981,39689,0,C1076835071,20919.34,318637.36,0
1950,DEBIT,4444.35,C1184694332,10229,5784.65,C611572016,26112.94,2608.64,0
1951,PAYMENT,5323.28,C1799424291,22141,16817.72,M1472012329,0,0,0
1952,PAYMENT,2141.82,C540923243,41643,39501.18,M244297136,0,0,0
1953,PAYMENT,328.07,C1835316563,31485,31156.93,M1399225534,0,0,0
1954,PAYMENT,1439.72,C490630452,2102,662.28,M1857007886,0,0,0
1955,PAYMENT,4416.74,C648630181,3215.18,0,M1179272258,0,0,0
1956,CASH_OUT,84051,C678680178,0,0,C1529115495,89583.69,67268.02,0
1957,PAYMENT,1246.74,C1002911155,1468,221.26,M1467977993,0,0,0
1958,PAYMENT,1527.08,C1124317168,710262.99,708735.91,M1970612644,0,0,0
1959,TRANSFER,38829.9,C2006835220,708735.91,669906.01,C747464370,1822523.08,1567434.81,0
1960,PAYMENT,749.26,C1547817015,724,0,M35864696,0,0,0
1961,PAYMENT,2560.3,C1590129041,7257,4696.7,M1178777373,0,0,0
1962,TRANSFER,383736.31,C340789130,11294,0,C1259769769,21835.74,252055.24,0
1963,DEBIT,917.38,C208184824,200895,199977.62,C1219273867,10122.73,18474.7,0
1964,PAYMENT,6905.9,C1774589469,10614.5,3708.6,M988786279,0,0,0
1965,PAYMENT,3611.72,C773296871,3708.6,96.88,M1729734072,0,0,0
1966,PAYMENT,8949.54,C1052127672,44131.37,35181.82,M2037202079,0,0,0
1967,PAYMENT,2193.94,C1811880447,35181.82,32987.88,M1105282397,0,0,0
1968,PAYMENT,9479.66,C1314228008,32987.88,23508.22,M1590481849,0,0,0
1969,PAYMENT,10757.7,C1299126654,666,0,M116356643,0,0,0
1970,PAYMENT,6259.18,C1692523793,156636,150376.82,M1544067887,0,0,0
1971,PAYMENT,7003.44,C1771687225,5777,0,M347791431,0,0,0
1972,PAYMENT,6872.19,C2128195220,32561,25688.81,M1720746883,0,0,0
1973,PAYMENT,911.27,C1095203437,25688.81,24777.54,M45880026,0,0,0
1974,PAYMENT,7694.63,C824357143,24777.54,17082.91,M1397530667,0,0,0
1975,PAYMENT,11353.99,C698498109,55825,44471.01,M1265287441,0,0,0
1976,PAYMENT,6683.73,C1877240674,484579,477895.27,M1495257933,0,0,0
1977,PAYMENT,4261.17,C1642356615,4558,296.83,M2090563811,0,0,0
1978,PAYMENT,6146.81,C812168041,123877,117730.19,M399149970,0,0,0
1979,DEBIT,4479.63,C1418851979,154215.6,149735.97,C339924917,7666.22,12145.85,0
1980,CASH_OUT,144659.77,C1936375962,149735.97,149735.97,C757108857,149735.97,0,0
1981,CASH_OUT,53094.17,C116184677,149735.97,96641.81,C1068824137,279693.52,265092.36,0
1982,CASH_OUT,43721.1,C1161382705,96641.81,52920.71,C1529115495,173634.69,67268.02,0
1983,CASH_OUT,119537.32,C516413619,52920.71,0,C1826334428,244404.99,33316.54,0
1984,CASH_OUT,33349.84,C990684641,0,0,C721748895,201888.82,0,0
1985,CASH_OUT,335979.26,C1538462491,0,0,C1883840933,1.68E+07,1.69E+07,0
1986,CASH_OUT,183842.53,C1423752095,0,0,C557041912,600205.85,557537.26,0
1987,CASH_OUT,286737.98,C1962865655,0,0,C97730845,1.04E+07,9940339.29,0
1988,CASH_OUT,472609.82,C704869156,0,0,C1740000325,515756.62,1363368.51,0
1989,CASH_OUT,271982.1,C1777043124,0,0,C1076835071,310246.22,318637.36,0
1990,CASH_OUT,154611.64,C1482344533,0,0,C728885526,544383.38,897150.84,0
1991,CASH_OUT,125275,C1538849250,0,0,C401424608,1477426.93,1178808.14,0
1992,CASH_OUT,443200.31,C1788034018,0,0,C306206744,3447336.33,3554299.27,0
1993,CASH_OUT,256481.43,C1601756706,0,0,C728885526,698995.02,897150.84,0
1994,CASH_OUT,236277.01,C1366212088,0,0,C453211571,3324684.82,3461666.05,0
1995,PAYMENT,7071.77,C1300576734,159939,152867.23,M1052399527,0,0,0
1996,PAYMENT,6511.48,C657069980,3216707.72,3210196.24,M51376124,0,0,0
1997,PAYMENT,8592.89,C1730182538,3210196.24,3201603.35,M197855654,0,0,0
1998,DEBIT,2356.99,C2083154356,34681,32324.01,C1234776885,2643188.16,2025098.66,0
1999,CASH_OUT,287126.39,C10885570,1861352.98,1574226.59,C793315160,29078.22,139915.18,0
2000,PAYMENT,7363.65,C1687087217,1574226.59,1566862.94,M928734079,0,0,0
2001,PAYMENT,4613.1,C403960809,1566862.94,1562249.83,M684429600,0,0,0
2002,PAYMENT,3787.43,C991242536,1562249.83,1558462.41,M1450712470,0,0,0
2003,PAYMENT,10543.05,C1366499339,9211,0,M633727380,0,0,0
2004,PAYMENT,10719.85,C931911789,15175.1,4455.25,M562685863,0,0,0
2005,PAYMENT,3857.29,C1773336805,4455.25,597.96,M1664165134,0,0,0
2006,PAYMENT,7028.85,C168870325,597.96,0,M1682619279,0,0,0
2007,PAYMENT,2402.16,C440472115,3071,668.84,M1882348832,0,0,0
2008,PAYMENT,3375.94,C2082678778,216077,212701.06,M1300528434,0,0,0
2009,PAYMENT,8999.94,C1598434875,579,0,M1031775150,0,0,0
2010,PAYMENT,2562.66,C1476812556,41800,39237.34,M906347731,0,0,0
2011,PAYMENT,8480.48,C1482429406,19817,11336.52,M410958248,0,0,0
2012,PAYMENT,9471.15,C1919576980,787,0,M1792088662,0,0,0
2013,PAYMENT,2569.57,C1378559537,90233,87663.43,M1073051173,0,0,0
2014,PAYMENT,4470.38,C518167684,1856.19,0,M2088969892,0,0,0
2015,PAYMENT,1068.22,C1997704619,0,0,M1665308978,0,0,0
2016,DEBIT,1128.69,C1775120226,51011.32,49882.62,C1234776885,2645545.15,2025098.66,0
2017,PAYMENT,3488.78,C211649273,49882.62,46393.85,M1862347028,0,0,0
2018,PAYMENT,6086.87,C419280591,5904,0,M13643661,0,0,0
2019,PAYMENT,688.53,C1622863652,244496,243807.47,M102052782,0,0,0
2020,PAYMENT,2778.17,C1932244589,2964,185.83,M1913017282,0,0,0
2021,PAYMENT,5078.54,C1173504361,185.83,0,M1792381498,0,0,0
2022,PAYMENT,5610.36,C1147394515,142,0,M70978270,0,0,0
2023,PAYMENT,5202.26,C1402333753,13294.25,8091.99,M353891891,0,0,0
2024,PAYMENT,5785.77,C1340086275,8091.99,2306.23,M332498651,0,0,0
2025,PAYMENT,7299.46,C1869177530,2306.23,0,M1164289802,0,0,0
2026,CASH_IN,47440.86,C168468389,201780.95,249221.81,C200224114,0,0,0
2027,PAYMENT,7538,C359806817,249221.81,241683.81,M824900551,0,0,0
2028,PAYMENT,4372.05,C1503614751,172643,168270.95,M129371198,0,0,0
2029,PAYMENT,748.42,C66845334,2290.57,1542.14,M1701436909,0,0,0
2030,PAYMENT,1296.58,C1181567472,1542.14,245.56,M1896708863,0,0,0
2031,PAYMENT,2545.15,C763236610,31914,29368.85,M106113013,0,0,0
2032,PAYMENT,2527.41,C719182854,107450,104922.59,M807239968,0,0,0
2033,PAYMENT,8361.63,C1832284192,1033187.17,1024825.54,M1917161212,0,0,0
2034,CASH_OUT,216007.53,C918307166,1024825.54,808818.01,C401424608,1602701.93,1178808.14,0
2035,PAYMENT,2092.06,C1786040872,53336,51243.94,M882706486,0,0,0
2036,PAYMENT,3920.09,C1785807415,21900,17979.91,M1041451158,0,0,0
2037,PAYMENT,2224.06,C1924802798,18813.16,16589.1,M775574071,0,0,0
2038,PAYMENT,5284.22,C1320869181,16589.1,11304.88,M1791589252,0,0,0
2039,PAYMENT,1632.21,C1226298219,11304.88,9672.67,M901815188,0,0,0
2040,PAYMENT,5965.13,C755759908,232,0,M205496410,0,0,0
2041,TRANSFER,56565.27,C2068100669,208023,151457.73,C1286084959,2697653.51,2107778.11,0
2042,DEBIT,5130.16,C1248435962,542,0,C932583850,2714042.74,2719172.89,0
2043,PAYMENT,10364.62,C944348744,20818,10453.38,M1225114731,0,0,0
2044,PAYMENT,577.01,C397309480,49524,48946.99,M288797801,0,0,0
2045,DEBIT,9420.9,C1702478809,9371,0,C2083117811,281351.7,290772.6,0
2046,PAYMENT,3735.16,C45643137,672,0,M1715686600,0,0,0
2047,PAYMENT,982.67,C1123166613,11340,10357.33,M1765690649,0,0,0
2048,PAYMENT,9469.26,C678115778,23845,14375.74,M1412564235,0,0,0
2049,CASH_OUT,32282.57,C123674777,14375.74,0,C1049817027,97055.04,60738.03,0
2050,PAYMENT,2673.65,C471004142,23264,20590.35,M1833335943,0,0,0
2051,PAYMENT,12911.82,C689448569,51485,38573.18,M1472036907,0,0,0
2052,PAYMENT,9334.02,C1555793073,23013,13678.98,M46627301,0,0,0
2053,PAYMENT,3783.07,C1787083818,20827,17043.93,M1367594377,0,0,0
2054,PAYMENT,7102.49,C1360878852,28010,20907.51,M1747721875,0,0,0
2055,PAYMENT,4804.74,C654740048,1110984.13,1106179.39,M1759915172,0,0,0
2056,CASH_OUT,291713.22,C1395173825,1106179.39,814466.17,C1789550256,4568765.44,4619798.56,0
2057,PAYMENT,2358.9,C1534655921,5421,3062.1,M1220524164,0,0,0
2058,PAYMENT,461.65,C291847739,60738,60276.35,M118881143,0,0,0
2059,PAYMENT,4457.72,C463215441,81752,77294.28,M777190206,0,0,0
2060,PAYMENT,633.75,C385784873,236799.99,236166.23,M1050149826,0,0,0
2061,PAYMENT,7891.16,C1160106451,236166.23,228275.07,M2090289474,0,0,0
2062,PAYMENT,1522.55,C518692141,1013,0,M1620187937,0,0,0
2063,PAYMENT,3660.66,C198374825,51657,47996.34,M1296654536,0,0,0
2064,CASH_OUT,44670.27,C125865913,47996.34,3326.07,C1330400026,133002.68,817.21,0
2065,CASH_IN,64945.57,C2000410491,20170,85115.57,C401424608,1818709.46,1178808.14,0
2066,PAYMENT,4461.08,C1800932232,9016,4554.92,M1838250251,0,0,0
2067,PAYMENT,3223.87,C1852821063,14697,11473.13,M1204178174,0,0,0
2068,PAYMENT,3224.21,C1827212229,0,0,M173440626,0,0,0
2069,TRANSFER,79386.85,C442205321,0,0,C997608398,424841.44,157982.12,0
2070,PAYMENT,7415.77,C1871678080,106582,99166.23,M1260127127,0,0,0
2071,PAYMENT,6.42,C1921012072,18462.78,18456.36,M884604029,0,0,0
2072,PAYMENT,1559.66,C670153696,18456.36,16896.7,M215614514,0,0,0
2073,PAYMENT,2548.85,C2082545616,22186,19637.15,M117460541,0,0,0
2074,PAYMENT,271.32,C763677574,22253.75,21982.42,M1906549136,0,0,0
2075,PAYMENT,1454.92,C92864491,21982.42,20527.5,M8136897,0,0,0
2076,PAYMENT,2666.96,C196025267,20527.5,17860.54,M1743553655,0,0,0
2077,DEBIT,3180.02,C635001030,144141,140960.98,C601893033,98247.27,54985.05,0
2078,PAYMENT,2550.35,C1149388444,2194,0,M922992444,0,0,0
2079,PAYMENT,842.33,C886004375,5382,4539.67,M1530870688,0,0,0
2080,PAYMENT,16085.74,C232726781,13539,0,M663716901,0,0,0
2081,PAYMENT,4223.24,C1767532961,9448,5224.76,M1260043537,0,0,0
2082,PAYMENT,1993.24,C1060549703,1782877.6,1780884.37,M1682157864,0,0,0
2083,CASH_OUT,457552.45,C1592712032,1780884.37,1323331.91,C1740000325,988366.44,1363368.51,0
2084,PAYMENT,4894.96,C1073878937,7621,2726.04,M1243350866,0,0,0
2085,PAYMENT,7331.22,C858727880,710,0,M456314134,0,0,0
2086,PAYMENT,7286.11,C1272753974,1049,0,M1641027464,0,0,0
2087,PAYMENT,6258.29,C731610911,0,0,M642538759,0,0,0
2088,PAYMENT,16859.52,C138933223,0,0,M1774897456,0,0,0
2089,PAYMENT,4416.9,C425275537,0,0,M1564078808,0,0,0
2090,PAYMENT,4139.95,C1792473683,0,0,M1441410416,0,0,0
2091,PAYMENT,25642.6,C99042020,0,0,M391827378,0,0,0
2092,PAYMENT,6394.36,C1241758568,0,0,M1317441269,0,0,0
2093,PAYMENT,53.35,C1908999587,0,0,M816804727,0,0,0
2094,PAYMENT,1902.1,C1738561265,0,0,M497786326,0,0,0
2095,PAYMENT,5568.56,C611739613,0,0,M1862900975,0,0,0
2096,PAYMENT,406.11,C184244257,0,0,M1275011461,0,0,0
2097,PAYMENT,15028.75,C1545666472,0,0,M2146303527,0,0,0
2098,PAYMENT,32101.86,C797416363,0,0,M491152599,0,0,0
2099,PAYMENT,6473.96,C1186989416,0,0,M1456265041,0,0,0
2100,PAYMENT,7577.43,C1166361824,0,0,M1808527451,0,0,0
2101,PAYMENT,20135.64,C761680655,0,0,M488669101,0,0,0
2102,PAYMENT,18832.61,C1928174253,0,0,M1183905155,0,0,0
2103,PAYMENT,11468.9,C1500588149,124592.12,113123.22,M1202907617,0,0,0
2104,TRANSFER,138647.54,C1502882632,113123.22,0,C1286084959,2754218.78,2107778.11,0
2105,DEBIT,3870.28,C409596180,317403.38,313533.1,C24119573,6519.3,10389.58,0
2106,PAYMENT,4627.42,C1217089772,313533.1,308905.68,M413550077,0,0,0
2107,PAYMENT,2517.79,C1620112330,57533.18,55015.39,M933646237,0,0,0
2108,CASH_OUT,100939.43,C632841653,55015.39,0,C1529115495,217355.79,67268.02,0
2109,DEBIT,3455.98,C261838162,301,0,C1068824137,332787.69,265092.36,0
2110,PAYMENT,1068.45,C1752365512,11411,10342.55,M1831705084,0,0,0
2111,DEBIT,454.51,C199150625,30818,30363.49,C13226198,916,1370.51,0
2112,TRANSFER,302665.03,C1580874189,40130,0,C1577213552,0,217862.21,0
2113,PAYMENT,885.95,C569976699,588,0,M538618049,0,0,0
2114,PAYMENT,4137.89,C1566099239,30966,26828.11,M1386440976,0,0,0
2115,PAYMENT,5504.59,C973692608,1753763.89,1748259.3,M1327539680,0,0,0
2116,PAYMENT,3780.15,C1423586012,1748259.3,1744479.15,M494414526,0,0,0
2117,PAYMENT,3504.75,C1844942991,207,0,M665988980,0,0,0
2118,PAYMENT,2716.67,C586917260,11831.07,9114.4,M2122991287,0,0,0
2119,PAYMENT,4219.94,C803768841,9114.4,4894.45,M420993295,0,0,0
2120,PAYMENT,5831.05,C1723848804,333749.58,327918.53,M1252820474,0,0,0
2121,PAYMENT,9855.36,C570422884,327918.53,318063.17,M101162229,0,0,0
2122,PAYMENT,10726.49,C509806761,318063.17,307336.68,M818859466,0,0,0
2123,PAYMENT,1833.22,C1859928417,57589,55755.78,M1418102907,0,0,0
2124,TRANSFER,34115.82,C1378280450,32043,0,C2089016471,245.56,34361.39,0
2125,PAYMENT,2210.66,C339788561,32902,30691.34,M412835761,0,0,0
2126,TRANSFER,22190.99,C2017380745,52231.01,30040.03,C1170794006,0,22190.99,0
2127,CASH_IN,168451.53,C501036152,30040.03,198491.56,C1831477404,707354.01,247063.16,0
2128,CASH_IN,123545.77,C261567641,198491.56,322037.33,C1721246982,1739653.99,1114787.21,0
2129,CASH_IN,28463.91,C1295225869,322037.33,350501.24,C1335050193,380057.08,353532.56,0
2130,CASH_IN,42012.45,C1137667747,350501.24,350501.24,C667346055,350501.24,9291619.62,0
2131,CASH_IN,170686.08,C935722070,350501.24,521187.32,C1256728724,273169.81,69756.86,0
2132,CASH_IN,283561.25,C29369803,521187.32,804748.56,C997608398,504228.28,157982.12,0
2133,CASH_IN,215742.75,C1350720002,804748.56,1020491.31,C1721246982,1616108.22,1114787.21,0
2134,CASH_IN,56869.53,C1753259207,1020491.31,1077360.84,C1568059495,179620.02,122750.49,0
2135,CASH_IN,13553.79,C1883237069,1077360.84,1090914.63,C836514715,722161.86,708608.07,0
2136,CASH_IN,192461.6,C1884387196,1090914.63,1283376.23,C812586739,380847.76,122027.28,0
2137,CASH_IN,357220.77,C843149630,1283376.23,1640596.99,C1504109395,950671.27,593737.38,0
2138,CASH_IN,32726.88,C1590404373,1640596.99,1673323.87,C1256728724,102483.74,69756.86,0
2139,CASH_IN,28212.4,C1361921411,1673323.87,1701536.27,C1058634310,61220.85,33008.44,0
2140,CASH_IN,360997.83,C716972621,1701536.27,2062534.09,C985934102,1323331.91,971418.91,1
2141,CASH_IN,141632.37,C332234405,2062534.09,2204166.47,C357863579,233940.02,92307.65,0
2142,CASH_IN,332359.2,C271422148,2204166.47,2536525.67,C564160838,1411244.12,1254956.07,0
2143,CASH_IN,78423.86,C731368479,2536525.67,2614949.53,C985934102,962334.09,971418.91,0
2144,CASH_IN,131011.3,C1618099562,2614949.53,2745960.83,C1688019098,228275.07,97263.78,0
2145,CASH_IN,215798,C405950359,2745960.83,2961758.83,C1883840933,1.71E+07,1.69E+07,0
2146,CASH_IN,65236.81,C1693799911,2961758.83,3026995.64,C1749186397,423238.86,277515.05,0
2147,CASH_IN,65934.11,C1897368146,3026995.64,3092929.75,C557041912,784048.39,557537.26,1
2148,CASH_IN,336237.38,C16736375,3092929.75,3429167.12,C306206744,3890536.65,3554299.27,0
2149,CASH_IN,293530.31,C180078856,3429167.12,3722697.43,C1629911510,308905.68,15375.37,0
2150,CASH_IN,551607.7,C1152380885,3722697.43,4274305.14,C1234776885,2646673.85,2025098.66,0
2151,CASH_IN,80448.13,C161982472,4274305.14,4354753.26,C20671747,124139.21,43691.09,0
2152,CASH_IN,58447.8,C1914740115,4354753.26,4413201.07,C1297685781,141036.89,16997.22,1
2153,CASH_IN,36860.96,C646445398,4413201.07,4450062.03,C811597470,241683.81,204822.85,0
2154,CASH_IN,99295.78,C502102804,4450062.03,4549357.8,C453211571,3560961.83,3461666.05,0
2155,CASH_IN,49031.62,C700348233,4549357.8,4598389.42,C459857341,378578.48,387263.02,0
2156,CASH_IN,134469.08,C1602530280,4598389.42,4732858.5,C1810132623,669906.01,97128.19,0
2157,CASH_IN,265098.67,C1179689991,4732858.5,4997957.17,C884457408,303300.81,502480.02,0
2158,CASH_IN,65591.87,C806572546,4997957.17,5063549.04,C1297685781,82589.09,16997.22,1
2159,CASH_IN,266803.57,C1783463798,5063549.04,5330352.61,C1810132623,535436.92,97128.19,0
2160,CASH_IN,616461.19,C283923004,5330352.61,5946813.8,C97730845,1.06E+07,9940339.29,0
2161,CASH_IN,80487.01,C1407167674,5946813.8,6027300.81,C1749186397,358002.06,277515.05,1
2162,CASH_IN,46442.24,C2037806977,6027300.81,6073743.04,C601893033,101427.29,54985.05,0
2163,CASH_IN,50137.65,C2017530134,6073743.04,6123880.69,C1529115495,318295.22,67268.02,0
2164,CASH_IN,474447.95,C181326224,6123880.69,6598328.65,C401424608,1744479.15,1178808.14,0
2165,CASH_IN,70139.43,C609879567,6598328.65,6668468.08,C1590550415,1.95E+07,1.92E+07,0
2166,CASH_IN,201342.13,C1859823482,6668468.08,6869810.21,C1529115495,268157.57,67268.02,0
2167,CASH_IN,28625.92,C509858326,6869810.21,6898436.13,C1577213552,302665.03,217862.21,0
2168,CASH_IN,125492.59,C1658704411,6898436.13,7023928.71,C998351292,1562180.78,1015132.48,0
2169,CASH_IN,82550.39,C381930033,7023928.71,7106479.1,C1740000325,1445918.89,1363368.51,0
2170,CASH_IN,114275.55,C756637412,7106479.1,7220754.65,C1935365522,272709.33,158433.78,0
2171,CASH_IN,43906.79,C761973299,7220754.65,7264661.44,C837659261,101378.93,57472.15,0
2172,CASH_IN,131250.53,C564893839,7264661.44,7395911.97,C1839337592,272361.15,141110.62,0
2173,CASH_IN,4865.48,C691096777,7395911.97,7400777.45,C1577213552,274039.11,217862.21,0
2174,CASH_IN,283711.39,C1312348533,7400777.45,7684488.84,C1782113663,5155339.36,3997768.55,0
2175,CASH_IN,8921.26,C905488851,7684488.84,7693410.1,C558216562,14149.13,5227.86,0
2176,CASH_IN,91721.95,C1223303171,7693410.1,7785132.05,C97730845,1.00E+07,9940339.29,0
2177,CASH_IN,94096.34,C1797159635,7785132.05,7879228.39,C2083562754,1624290.41,1186556.81,0
2178,CASH_IN,157964.89,C1676010932,7879228.39,8037193.29,C1259769769,405572.05,252055.24,0
2179,CASH_IN,51311.41,C329481770,8037193.29,8088504.7,C1577213552,269173.62,217862.21,0
2180,CASH_IN,46757.44,C173059685,8088504.7,8135262.14,C1899073220,814466.17,420946.86,0
2181,CASH_IN,15069.79,C310412574,8135262.14,8150331.93,C284686302,17082.91,1229.81,0
2182,CASH_IN,783.31,C1585711807,8150331.93,8151115.24,C284686302,2013.12,1229.81,0
2183,CASH_IN,25927.54,C1457417579,8151115.24,8177042.78,C1049817027,129337.61,60738.03,0
2184,CASH_IN,42672.03,C1500697171,8177042.78,8219714.81,C1049817027,103410.07,60738.03,0
2185,CASH_IN,49236.53,C1338770454,8219714.81,8268951.34,C1983747920,307336.68,95508.95,0
2186,CASH_IN,16236.25,C836972194,8268951.34,8285187.59,C793315160,316204.61,139915.18,0
2187,CASH_IN,276772.02,C343128256,8285187.59,8561959.61,C1590550415,1.94E+07,1.92E+07,0
2188,CASH_IN,95956.43,C1532756055,8561959.61,8657916.04,C985934102,883910.23,971418.91,0
2189,CASH_IN,632840.5,C1956598686,8657916.04,9290756.54,C665576141,6498873.04,5515763.34,0
2190,CASH_IN,863.08,C1554118033,9290756.54,9291619.62,C5592464,5577.88,4714.8,0
2191,PAYMENT,4058.66,C1428022141,287,0,M1861754673,0,0,0
2192,PAYMENT,12040.95,C1618326227,5076,0,M866901553,0,0,0
2193,PAYMENT,4685.16,C160945458,363942.31,359257.15,M657998502,0,0,0
2194,CASH_OUT,218499.73,C1788256184,359257.15,140757.42,C392292416,3201603.35,3420103.09,0
2195,CASH_OUT,107440.87,C128028301,140757.42,33316.54,C423583818,266398.11,373838.99,0
2196,PAYMENT,5055.39,C807986446,50818,45762.61,M1432403167,0,0,0
2197,PAYMENT,7846.95,C190153364,66203.63,58356.68,M766101,0,0,0
2198,PAYMENT,4412.45,C2004628751,58356.68,53944.23,M665512315,0,0,0
2199,PAYMENT,14736.92,C5021240,53944.23,39207.31,M1562249660,0,0,0
2200,TRANSFER,17488.56,C1272744797,14180,0,C1498438472,182385.22,199873.79,0
2201,PAYMENT,264.93,C1003307628,0,0,M1595188851,0,0,0
2202,CASH_OUT,222321.36,C1919555524,0,0,C1782113663,4871627.98,3997768.55,0
2203,DEBIT,8972.41,C1573125303,331601,322628.59,C747464370,1558462.41,1567434.81,0
2204,PAYMENT,4079.37,C206310209,34458,30378.63,M1989219205,0,0,0
2205,PAYMENT,6226.79,C1416097444,50,0,M369333979,0,0,0
2206,PAYMENT,6490.69,C2054787417,14703,8212.31,M67811496,0,0,0
2207,PAYMENT,7837.56,C1878225987,41373,33535.44,M1707901480,0,0,0
2208,PAYMENT,4348.75,C1393112209,33535.44,29186.69,M35068320,0,0,0
2209,TRANSFER,46961.7,C1991386317,124672,77710.3,C1917025677,11342,42900.67,0
2210,TRANSFER,373610.77,C2012095985,17159.94,0,C884457408,38202.14,502480.02,0
2211,TRANSFER,90667.11,C1842952737,0,0,C884457408,411812.91,502480.02,0
2212,TRANSFER,114580.22,C1471800355,0,0,C1234776885,2095066.14,2025098.66,0
